ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_A;E_AM;E_AW;E_A00_01;E_A01_02;E_A02_03;E_A03_05;E_A05_06;E_A06_07;E_A07_08;E_A08_10;E_A10_12;E_A12_14;E_A14_15;E_A15_18;E_A18_21;E_A21_25;E_A25_27;E_A27_30;E_A30_35;E_A35_40;E_A40_45;E_A45_50;E_A50_55;E_A55_60;E_A60_63;E_A63_65;E_A65_67;E_A67_70;E_A70_75;E_A75_80;E_A80_85;E_A85_90;E_A90_95;E_A95_110;E_AU1;E_A1U6;E_A6U15;E_A15U18;E_A18U25;E_A25U55;E_A55U65;E_A65U80;E_A80U110
200612;01011402;01;01;14;02;1;1798;931;867;9;6;3;9;3;0;8;7;9;3;3;12;35;205;184;251;438;265;153;62;47;21;22;6;6;4;12;6;0;6;3;0;9;21;30;12;240;1400;49;28;9
200612;01022101;01;02;21;01;1;916;540;376;0;3;3;9;9;4;9;16;18;15;9;41;27;58;47;73;101;103;100;66;70;56;15;16;4;19;15;7;3;0;0;0;0;24;71;41;85;560;87;45;3
200612;01022102;01;02;21;02;1;2340;1317;1023;12;21;9;32;16;12;25;50;25;49;21;68;75;168;129;188;310;254;188;181;157;122;69;21;38;40;33;9;6;6;0;6;12;78;182;68;243;1407;212;120;18
200612;01022103;01;02;21;03;1;46;24;22;0;3;0;0;0;0;0;0;0;0;0;0;3;3;3;0;6;9;9;4;6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;6;37;0;0;0
200612;01022104;01;02;21;04;1;4915;2610;2305;20;15;20;18;32;6;39;80;100;83;33;180;174;383;228;357;643;475;473;383;285;307;144;104;65;85;111;53;10;6;3;0;20;85;341;180;557;2844;555;314;19
200612;01022105;01;02;21;05;1;1687;916;771;6;15;12;18;6;15;19;46;44;24;29;69;63;122;54;156;167;211;139;121;84;89;40;15;22;40;40;9;3;6;3;0;6;51;177;69;185;932;144;111;12
200612;01022106;01;02;21;06;1;1899;990;909;3;0;9;9;9;9;3;41;21;31;12;38;57;130;57;176;268;226;200;168;141;110;27;36;22;36;18;15;12;9;3;3;3;27;117;38;187;1236;173;91;27
200612;01022201;01;02;22;01;1;2994;1582;1412;9;3;15;31;12;18;33;48;65;80;34;94;119;245;146;204;368;367;326;175;157;133;65;36;53;54;45;22;16;12;0;9;9;61;278;94;364;1743;234;174;37
200612;01022202;01;02;22;02;1;549;260;289;3;0;0;6;0;3;13;20;19;16;14;29;28;40;21;30;61;57;50;25;22;25;17;10;13;15;9;3;0;0;0;0;3;6;85;29;68;266;52;40;0
200612;01022203;01;02;22;03;1;2153;1071;1082;7;0;15;24;3;6;30;60;47;45;27;82;118;108;68;125;231;202;233;132;112;140;97;39;26;71;61;23;9;9;3;0;7;42;215;82;226;1103;276;181;21
200612;01022204;01;02;22;04;1;1101;601;500;3;3;0;9;0;6;6;18;14;18;7;34;39;69;58;75;116;139;120;102;55;70;38;15;16;16;19;9;18;3;6;0;3;12;69;34;108;665;123;60;27
200612;01022205;01;02;22;05;1;777;387;390;3;0;0;3;9;10;18;18;15;15;15;38;15;38;21;37;73;83;55;72;50;49;29;6;27;19;15;16;19;3;6;0;3;12;91;38;53;391;84;77;28
200612;01022206;01;02;22;06;1;566;304;262;0;3;0;0;3;11;12;9;9;0;6;19;13;23;39;55;106;52;56;39;25;24;7;13;10;9;10;10;0;3;0;0;0;6;47;19;36;372;44;39;3
200612;01022207;01;02;22;07;1;1746;921;825;3;3;0;13;6;0;6;15;12;9;0;19;45;392;208;255;259;127;77;81;67;37;21;15;13;16;25;16;6;0;0;0;3;22;42;19;437;1074;73;70;6
200612;01033101;01;03;31;01;1;8074;4382;3692;47;30;41;103;34;71;105;257;214;195;108;354;360;515;350;549;903;838;736;594;444;373;215;119;141;143;146;61;22;6;0;0;47;208;950;354;875;4414;707;491;28
200612;01033102;01;03;31;02;1;3966;2142;1824;24;22;28;15;23;21;68;122;106;105;52;169;161;267;145;265;487;407;377;275;184;176;109;89;57;83;76;32;12;0;3;6;24;88;474;169;428;2140;374;248;21
200612;01033201;01;03;32;01;1;4004;2078;1926;24;17;28;58;35;10;70;122;133;137;72;230;184;175;162;267;436;434;386;237;195;163;77;57;72;81;81;31;21;3;3;3;24;138;544;230;359;2117;297;265;30
200612;01033202;01;03;32;02;1;2494;1262;1232;9;18;14;16;3;15;22;51;55;83;40;106;100;145;97;173;333;249;251;156;109;134;70;53;55;45;47;29;10;3;3;0;9;51;266;106;245;1368;257;176;16
200612;01033203;01;03;32;03;1;4638;2450;2188;21;21;21;68;32;40;54;119;113;124;82;184;199;317;210;333;513;471;441;289;213;238;124;93;76;72;97;33;34;3;0;3;21;142;532;184;516;2470;455;278;40
200612;01044101;01;04;41;01;1;4053;2246;1807;28;12;22;39;17;20;27;82;63;60;48;120;158;275;239;284;478;447;422;284;260;260;121;55;65;52;61;27;15;3;9;0;28;90;300;120;433;2414;436;205;27
200612;01044102;01;04;41;02;1;2396;1251;1145;19;9;3;22;12;9;22;27;52;41;18;70;80;170;84;170;325;269;221;174;152;167;73;44;31;54;54;12;9;3;0;0;19;46;169;70;250;1395;284;151;12
200612;01044103;01;04;41;03;1;2408;1347;1061;6;9;15;30;19;18;26;39;43;33;19;86;80;147;141;168;270;298;318;195;135;115;44;22;37;45;28;9;6;7;0;0;6;73;178;86;227;1525;181;119;13
200612;01044201;01;04;42;01;1;8630;4677;3953;73;58;67;120;84;60;117;212;219;231;152;389;416;543;340;554;975;893;852;539;421;381;232;153;115;163;154;71;37;6;3;0;73;329;991;389;959;4574;766;503;46
200612;01044202;01;04;42;02;1;6077;3366;2711;18;32;40;62;39;27;55;128;122;110;43;193;253;662;443;625;887;606;450;352;290;217;116;50;50;85;68;27;18;6;3;0;18;173;485;193;915;3653;383;230;27
200612;01044203;01;04;42;03;1;5750;3131;2619;33;23;32;45;25;32;78;119;127;122;78;190;179;435;283;361;688;619;553;358;281;348;192;89;121;134;114;50;13;12;12;4;33;125;556;190;614;3143;629;419;41
200612;02010101;02;01;01;01;1;2501;1329;1172;3;3;16;18;9;6;36;65;72;52;32;94;75;237;124;179;321;302;267;149;124;95;43;27;28;40;21;31;16;9;7;0;3;46;263;94;312;1466;165;120;32
200612;02020205;02;02;02;05;1;3686;1986;1700;6;0;9;28;7;15;35;63;56;53;30;107;74;185;143;224;481;503;414;281;229;206;123;85;51;96;114;32;9;15;3;9;6;44;252;107;259;2275;414;293;36
200612;02020206;02;02;02;06;1;5454;2951;2503;22;16;26;58;31;28;70;99;116;111;59;145;187;351;257;425;702;612;572;395;300;250;148;87;68;107;95;57;25;22;6;7;22;131;483;145;538;3263;485;327;60
200612;02030301;02;03;03;01;1;4229;2194;2035;10;6;12;21;19;28;52;117;100;104;48;178;201;212;161;285;399;410;436;269;221;247;158;99;121;130;103;44;25;9;4;0;10;58;449;178;413;2181;504;398;38
200612;02030302;02;03;03;02;1;4586;2495;2091;9;12;14;25;23;3;37;110;99;93;36;186;192;289;182;313;563;460;495;290;228;235;175;94;89;124;123;62;19;3;0;3;9;74;378;186;481;2531;504;398;25
200612;02030401;02;03;04;01;1;4540;2423;2117;10;9;9;18;22;18;34;82;65;86;42;144;123;265;226;376;629;541;458;320;225;255;135;85;64;113;94;39;38;3;6;6;10;58;327;144;388;2775;475;310;53
200612;02030402;02;03;04;02;1;4059;2131;1928;12;9;13;24;6;3;44;92;82;84;49;120;156;259;210;273;482;411;407;286;227;217;141;98;88;90;115;39;12;7;3;0;12;52;354;120;415;2296;456;332;22
200612;02040501;02;04;05;01;1;445;210;235;0;3;0;6;3;3;13;6;15;10;10;7;7;21;30;35;39;72;62;28;30;3;6;6;3;3;3;9;12;0;0;0;0;12;57;7;28;296;15;18;12
200612;02040502;02;04;05;02;1;524;273;251;7;0;3;6;3;3;0;3;6;8;9;6;19;46;18;72;95;54;64;33;24;24;9;3;0;6;3;0;0;0;0;0;7;12;29;6;65;360;36;9;0
200612;02040503;02;04;05;03;1;864;477;387;3;0;10;3;4;7;9;13;18;3;13;28;19;80;46;113;179;103;72;70;41;6;3;3;6;3;3;0;6;0;0;0;3;17;63;28;99;624;12;12;6
200612;02040701;02;04;07;01;1;2089;1063;1026;21;18;19;25;15;14;15;39;28;30;19;50;88;273;198;238;300;261;162;104;83;37;6;12;3;10;9;6;3;0;3;0;21;77;145;50;361;1346;55;28;6
200612;02040702;02;04;07;02;1;985;575;410;0;0;3;12;0;0;6;10;7;6;3;10;27;97;88;110;172;138;92;66;66;29;18;6;0;10;3;3;0;3;0;0;0;15;32;10;124;732;53;16;3
200612;02040703;02;04;07;03;1;87;46;41;0;0;0;0;3;3;0;0;0;3;0;3;3;3;13;0;10;17;6;9;8;6;0;0;0;0;0;0;0;0;0;0;0;3;6;3;6;63;6;0;0
200612;02050601;02;05;06;01;1;946;506;440;3;3;0;9;3;3;11;16;6;10;0;18;21;76;101;123;164;123;89;65;59;12;13;3;3;6;3;0;3;0;0;0;3;15;46;18;97;724;28;12;3
200612;02050602;02;05;06;02;1;2227;1219;1008;15;7;9;15;0;16;12;19;33;23;18;46;65;282;177;303;394;296;219;98;77;53;13;6;10;3;9;6;0;0;3;0;15;31;121;46;347;1564;72;28;3
200612;02050801;02;05;08;01;1;2269;1185;1084;12;10;9;19;9;9;18;34;38;24;24;48;72;264;203;271;367;333;203;155;69;39;9;3;6;9;6;6;0;0;0;0;12;47;147;48;336;1601;51;27;0
200612;02050802;02;05;08;02;1;2260;1253;1007;3;3;6;3;6;0;4;13;16;16;0;22;24;334;238;400;481;294;182;82;51;35;9;10;6;10;6;3;3;0;0;0;3;18;49;22;358;1728;54;25;3
200612;02050803;02;05;08;03;1;757;443;314;0;6;0;6;0;6;9;10;19;19;9;22;18;79;69;88;127;99;71;52;18;18;3;0;3;3;3;0;0;0;0;0;0;12;72;22;97;524;21;9;0
200612;02050804;02;05;08;04;1;133;56;77;0;0;0;0;0;3;0;0;0;6;3;0;3;16;9;3;22;28;6;3;12;13;6;0;0;0;0;0;0;0;0;0;0;0;12;0;19;83;19;0;0
200612;03010101;03;01;01;01;2;81;54;27;0;0;0;0;0;0;4;0;0;6;0;0;0;3;3;0;21;15;9;14;3;0;3;0;0;0;0;0;0;0;0;0;0;0;10;0;3;65;3;0;0
200612;03010102;03;01;01;02;2;342;204;138;0;0;3;3;0;0;3;3;6;0;0;7;9;21;15;37;75;46;42;15;27;11;4;3;0;0;3;3;3;3;0;0;0;6;12;7;30;257;18;6;6
200612;03010104;03;01;01;04;2;16;10;6;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;13;0;0;0
200612;03020203;03;02;02;03;2;15;9;6;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;9;0;0;0
200612;03020209;03;02;02;09;2;618;327;291;9;3;0;6;3;3;3;6;3;16;13;62;37;72;33;18;59;71;64;43;40;24;6;7;3;4;4;0;6;0;0;0;9;12;44;62;109;328;37;11;6
200612;03020210;03;02;02;10;2;276;136;140;0;0;0;0;0;3;0;4;9;9;0;10;9;15;12;21;37;46;37;24;15;9;0;0;4;6;6;0;0;0;0;0;0;0;25;10;24;192;9;16;0
200612;03020307;03;02;03;07;2;408;192;216;3;0;6;4;6;7;0;3;12;9;6;6;19;18;21;20;64;57;44;42;18;18;3;4;6;3;3;0;3;0;3;0;3;16;37;6;37;266;25;12;6
200612;03030405;03;03;04;05;2;226;121;105;0;3;3;12;6;3;6;3;3;0;3;12;0;0;7;20;38;42;22;12;15;6;4;3;0;0;3;0;0;0;0;0;0;24;18;12;0;156;13;3;0
200612;03030406;03;03;04;06;2;140;82;58;0;0;0;0;0;0;0;3;3;0;0;0;4;12;3;11;18;27;12;13;15;10;6;0;0;0;3;0;0;0;0;0;0;0;6;0;16;99;16;3;0
200612;03030711;03;03;07;11;2;74;40;34;0;0;0;0;0;0;0;0;3;0;0;7;6;9;6;6;0;15;7;6;3;3;0;0;0;3;0;0;0;0;0;0;0;0;3;7;15;43;3;3;0
200612;03030715;03;03;07;15;2;116;56;60;0;0;0;3;0;0;0;6;0;0;0;0;0;4;9;20;22;12;12;10;3;6;0;6;3;0;0;0;0;0;0;0;0;3;6;0;4;88;12;3;0
200612;03030716;03;03;07;16;2;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0
200612;03040508;03;04;05;08;2;157;72;85;0;0;0;0;0;0;0;3;7;10;3;12;4;6;0;3;9;18;27;18;9;12;6;4;0;0;6;0;0;0;0;0;0;0;23;12;10;84;22;6;0
200612;03040512;03;04;05;12;2;296;166;130;0;0;0;3;0;0;0;9;3;3;3;10;7;10;12;21;56;49;28;24;28;12;3;3;3;3;3;0;3;0;0;0;0;3;18;10;17;218;18;9;3
200612;03040513;03;04;05;13;2;119;60;59;0;0;0;0;0;0;0;3;3;0;3;3;10;15;0;3;16;9;17;13;9;6;0;0;0;6;3;0;0;0;0;0;0;0;9;3;25;67;6;9;0
200612;03040614;03;04;06;14;2;1350;768;582;3;0;3;9;3;3;10;17;9;13;11;19;35;78;60;113;255;236;153;103;94;46;27;9;4;18;9;7;3;0;0;0;3;15;63;19;113;1014;82;38;3
200612;03040818;03;04;08;18;2;1527;829;698;6;6;9;13;0;0;10;6;19;22;9;24;29;124;91;156;247;216;134;124;96;60;37;10;17;22;12;13;12;3;0;0;6;28;66;24;153;1064;107;64;15
200612;03050919;03;05;09;19;2;88;51;37;0;0;0;0;0;0;0;0;3;0;0;4;7;3;6;3;18;18;14;6;3;0;0;0;0;0;0;3;0;0;0;0;0;0;3;4;10;68;0;3;0
200612;03050920;03;05;09;20;2;197;109;88;0;0;0;3;3;0;0;6;6;3;3;0;6;19;21;3;50;10;15;19;12;3;3;3;0;0;3;3;0;3;0;0;0;6;18;0;25;130;9;6;3
200612;03050923;03;05;09;23;2;447;254;193;0;3;0;6;0;3;3;6;3;18;3;13;9;25;29;42;80;52;58;45;22;12;3;3;6;0;3;0;0;0;0;0;0;9;36;13;34;328;18;9;0
200612;03050924;03;05;09;24;2;391;210;181;0;3;3;3;3;3;0;10;3;3;0;10;15;40;6;47;33;77;36;35;22;24;0;0;0;3;6;6;0;0;0;0;0;12;19;10;55;256;24;15;0
200612;03050925;03;05;09;25;2;391;193;198;3;0;3;6;3;0;6;0;7;3;11;32;12;50;20;27;59;39;43;12;15;13;15;3;0;0;6;0;0;3;0;0;3;12;27;32;62;215;31;6;3
200612;03051017;03;05;10;17;2;215;136;79;0;0;0;0;0;0;3;3;3;6;3;9;3;17;6;22;28;42;26;19;4;12;3;3;0;0;0;0;3;0;0;0;0;0;18;9;20;147;18;0;3
200612;03051021;03;05;10;21;2;239;119;120;0;3;0;3;0;0;0;0;0;0;3;6;6;23;34;44;41;28;18;12;15;3;0;0;0;0;0;0;0;0;0;0;0;6;3;6;29;192;3;0;0
200612;03051022;03;05;10;22;2;96;51;45;0;0;3;3;0;3;3;0;0;0;0;3;14;7;3;12;15;6;15;3;0;0;0;0;0;0;3;0;3;0;0;0;0;6;6;3;21;54;0;3;3
200612;03061126;03;06;11;26;1;1577;838;739;6;3;3;9;0;3;3;12;12;6;3;13;40;211;138;227;361;187;149;51;53;36;13;3;3;3;15;11;0;0;3;0;6;15;39;13;251;1166;52;32;3
200612;03061131;03;06;11;31;1;1511;841;670;0;4;3;0;7;3;3;3;3;3;0;4;34;167;126;252;337;216;150;89;40;30;9;7;0;6;9;0;6;0;0;0;0;14;15;4;201;1210;46;15;6
200612;03061227;03;06;12;27;1;1401;742;659;3;0;6;12;3;0;3;6;12;11;0;9;12;142;124;210;323;201;126;90;37;19;16;6;6;9;6;6;3;0;0;0;3;21;32;9;154;1111;41;27;3
200612;03061228;03;06;12;28;1;823;468;355;0;6;3;6;3;0;6;3;12;12;7;18;18;97;70;112;169;92;76;45;25;13;9;3;3;3;0;3;6;3;0;0;0;18;40;18;115;589;25;9;9
200612;03061332;03;06;13;32;1;3025;1549;1476;10;12;3;9;3;6;3;18;15;10;9;16;43;288;269;449;746;521;255;154;80;54;18;13;0;6;9;0;3;0;0;3;10;27;61;16;331;2474;85;15;6
200612;03061429;03;06;14;29;1;302;134;168;6;0;0;0;0;0;6;9;0;0;0;9;24;27;21;26;31;61;25;12;9;18;9;0;3;0;6;0;0;0;0;0;6;0;15;9;51;185;27;9;0
200612;03061430;03;06;14;30;1;168;96;72;0;0;0;4;0;0;0;0;6;0;0;0;12;21;0;15;15;24;28;9;7;9;6;0;0;6;3;0;3;0;0;0;0;4;6;0;33;98;15;9;3
200612;03061434;03;06;14;34;1;455;237;218;0;0;0;0;3;3;3;9;4;3;0;9;10;48;40;57;83;64;41;24;27;18;3;0;0;3;0;3;0;0;0;0;0;3;22;9;58;336;21;6;0
200612;03061435;03;06;14;35;1;394;207;187;3;3;0;0;0;3;3;6;9;10;3;20;15;41;27;45;46;64;34;24;20;9;3;0;0;0;6;0;0;0;0;0;3;3;34;20;56;260;12;6;0
200612;03061441;03;06;14;41;1;15;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0
200612;03071536;03;07;15;36;1;1655;867;788;6;9;6;6;15;0;6;10;3;9;0;3;25;167;140;251;335;288;177;97;32;31;15;3;9;3;6;0;3;0;0;0;6;36;28;3;192;1320;49;18;3
200612;03071537;03;07;15;37;1;2202;1139;1063;12;3;9;24;6;3;0;13;12;12;3;12;44;170;206;287;522;364;207;107;66;46;19;10;12;12;9;9;3;0;0;0;12;42;43;12;214;1759;75;42;3
200612;03071633;03;07;16;33;1;154;81;73;0;0;0;0;0;6;0;0;3;10;0;6;0;9;6;21;12;31;12;10;10;6;0;6;3;0;0;3;0;0;0;0;0;0;19;6;9;102;12;6;0
200612;03071638;03;07;16;38;1;2093;1074;1019;0;0;0;24;11;9;3;9;15;28;6;22;37;220;150;275;482;358;188;89;96;35;12;6;3;0;9;3;0;0;3;0;0;35;70;22;257;1638;53;15;3
200612;03071639;03;07;16;39;1;1482;820;662;0;3;7;3;3;6;3;15;9;15;0;28;37;136;131;170;297;234;154;84;56;36;12;3;6;15;6;6;3;0;4;0;0;16;48;28;173;1126;51;33;7
200612;04010101;04;01;01;01;2;1260;662;598;9;0;4;0;4;3;9;13;15;15;6;26;24;69;43;107;197;155;99;92;95;111;40;31;22;19;15;25;9;3;0;0;9;8;61;26;93;788;182;81;12
200612;04010102;04;01;01;02;2;79;49;30;0;0;0;3;3;0;0;0;4;0;0;0;0;3;3;6;6;6;9;6;12;3;0;6;3;3;0;0;0;3;0;0;0;6;4;0;3;48;9;6;3
200612;04010103;04;01;01;03;2;1094;542;552;6;3;3;12;0;10;9;25;33;26;12;34;22;51;27;59;148;143;101;73;73;62;46;12;19;39;18;16;6;6;0;0;6;18;115;34;73;624;120;92;12
200612;04020204;04;02;02;04;2;21;12;9;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;0;3;0;0;0;0;0;3;3;0;0;3;0;0;0;0;0;0;0;3;3;6;3;6;0
200612;04020205;04;02;02;05;2;144;65;79;0;0;0;0;0;0;0;0;6;0;3;7;3;12;6;18;13;13;24;6;9;3;3;3;3;3;3;3;3;0;0;0;0;0;9;7;15;89;9;12;3
200612;04020206;04;02;02;06;2;158;77;81;0;0;0;3;0;0;3;0;0;6;0;0;3;7;6;9;16;13;11;15;13;20;6;6;0;3;3;6;9;0;0;0;0;3;9;0;10;83;32;12;9
200612;04020207;04;02;02;07;2;279;143;136;0;0;3;0;0;0;3;3;3;3;0;6;6;10;11;15;31;36;30;40;15;22;3;3;12;9;9;0;6;0;0;0;0;3;12;6;16;178;28;30;6
200612;04020208;04;02;02;08;2;280;133;147;0;3;0;0;0;0;0;3;3;12;0;6;6;18;9;18;32;18;39;34;28;24;12;0;3;3;6;3;0;0;0;0;0;3;18;6;24;178;36;15;0
200612;04020209;04;02;02;09;2;817;427;390;3;3;6;9;4;4;0;0;0;0;0;3;47;193;104;142;98;64;25;46;21;9;6;12;0;3;6;0;0;6;3;0;3;22;4;3;240;500;27;9;9
200612;04020310;04;02;03;10;2;234;113;121;6;12;6;6;0;3;6;0;0;0;0;0;3;27;19;56;49;17;9;6;0;3;0;0;0;3;3;0;0;0;0;0;6;24;9;0;30;156;3;6;0
200612;04020311;04;02;03;11;2;1593;758;835;3;10;6;6;9;3;3;33;18;7;15;29;34;98;78;109;202;170;175;113;105;142;57;24;33;19;21;31;25;3;3;9;3;31;79;29;132;952;223;104;40
200612;04020312;04;02;03;12;2;570;301;269;0;0;3;6;0;4;9;0;3;12;0;6;19;22;15;37;74;74;55;45;46;51;9;12;6;15;19;10;9;6;3;0;0;9;28;6;41;346;72;50;18
200612;04020313;04;02;03;13;2;897;435;462;3;3;3;9;0;3;3;7;15;7;3;15;24;42;43;57;108;79;111;93;65;58;42;34;16;15;18;12;6;0;3;0;3;15;38;15;66;556;134;61;9
200612;04020314;04;02;03;14;2;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0
200612;04030415;04;03;04;15;1;818;399;419;3;0;0;0;3;0;0;6;3;15;3;10;16;114;80;146;107;76;52;36;36;18;24;6;6;15;3;22;9;0;6;3;3;3;27;10;130;533;48;46;18
200612;04030416;04;03;04;16;1;2735;1395;1340;9;0;12;21;3;0;18;53;55;45;13;84;104;172;99;192;260;295;237;206;182;211;109;58;57;96;82;38;9;6;3;6;9;36;184;84;276;1471;378;273;24
200612;04030417;04;03;04;17;1;1822;918;904;0;6;3;0;9;9;10;24;28;18;12;38;37;90;61;122;270;241;210;172;127;136;60;18;34;24;27;19;9;8;0;0;0;18;101;38;127;1203;214;104;17
200612;04030518;04;03;05;18;1;1852;930;922;9;3;3;6;6;3;6;23;18;21;11;37;76;86;83;106;267;234;222;154;112;120;54;33;27;43;46;12;22;3;6;0;9;18;82;37;162;1178;207;128;31
