Nr.,Planungsraum,,Status 1,Status 2,Status 3,Status 4,Status 5, Status 6,Dynamik 1,Dynamik 2,Dynamik 3,Dynamik 4,Dynamik 5,Dynamik 6,E 1,E 2,E 3,E 4,E 5,E 6,E 7,E 8,E 9,E 10,E 11,E 12,E 13,E 14,E 15,E 16,E 17,E 18,E 19,E 20,E 21,E 22,      E 23
03040614,Pankow-Zentrum,"31,136  ",8.3,5.9,2.9,9.3,20.9,13.5,27.9,0.2,-1.7,-0.9,-0.4,-2.9,17.0,0.1,-0.3,6.8,15.6,21.6,4.5,10.7,1.9,14.4,0.1,0.1,0.6,0.2,1.1,1.1,0.7,2.2,-1.2,-0.9,-0.9,11.6,12.5
03040818,Pankow-Süd,"31,452  ",9.4,6.4,3.4,10.2,28.5,14.2,26.9,0.4,-0.9,-0.8,1.0,-3.8,18.3,0.1,-0.5,5.4,12.3,19.7,5.1,10.6,3.0,14.1,0.2,0.3,0.7,0.3,1.3,1.1,0.6,2.4,-0.9,-0.6,-0.7,13.6,15.9
03050919,Gustav-Adolf-Straße,"4,875  ",10.2,6.8,3.6,10.5,30.2,8.5,31.1,10.7,17.0,-0.9,-2.2,-1.1,15.7,10.4,0.3,4.2,10.6,24.9,2.2,6.9,0.6,14.3,0.1,0.0,0.4,0.0,0.5,0.6,0.3,1.0,-1.3,-1.8,-1.0,14.4,18.9
03050920,Weißer See,"5,802  ",9.6,8.1,3.3,7.8,21.9,18.4,28.5,1.0,-3.8,0.0,-3.1,-1.1,20.9,1.2,-0.7,6.0,12.9,24.7,3.6,10.3,3.2,19.1,0.2,0.1,0.6,0.3,0.6,0.9,0.5,1.6,0.0,0.2,0.0,11.4,13.7
03050923,Weißenseer Spitze,"7,721  ",11.6,7.9,4.6,12.1,31.2,18.3,36.8,1.7,-6.6,-1.5,-1.3,-3.5,24.3,1.1,-0.4,5.2,12.3,11.5,6.3,11.4,4.6,17.8,0.1,0.1,0.5,0.4,1.2,2.2,1.5,3.4,-2.0,0.0,-1.2,18.1,14.9
03050924,Behaimstraße,"5,194  ",12.9,9.2,5.1,13.3,28.1,18.5,37.8,3.5,5.7,-0.6,1.3,-4.4,15.8,3.6,0.0,7.8,15.8,9.7,7.0,12.0,4.4,19.6,0.4,0.3,0.4,0.6,1.7,1.8,1.2,3.5,-1.2,-0.1,-0.7,19.0,21.3
03050925,Komponistenviertel Weißensee,"7,805  ",9.8,6.5,3.4,10.8,26.0,15.2,30.9,0.8,4.6,-1.2,0.1,-3.5,16.8,0.9,0.2,6.5,16.4,16.7,5.2,10.4,5.2,13.0,0.3,0.1,0.8,0.2,0.8,1.3,0.8,2.1,-1.0,-1.9,-0.6,13.5,17.6
03051017,Rennbahnstraße,"3,813  ",8.4,6.4,3.3,10.0,27.6,16.3,26.8,-0.3,-3.2,-1.1,-4.8,-3.0,16.8,-0.5,-0.1,4.3,13.3,13.3,5.8,14.9,5.1,12.9,0.2,0.2,0.9,0.2,0.6,2.7,2.3,3.3,-1.1,-1.6,-0.3,13.5,11.2
03051021,Buschallee,"6,293  ",10.6,8.1,3.6,11.5,38.5,10.7,27.0,2.2,7.9,-0.9,1.7,-3.4,18.7,2.5,-0.3,4.3,9.5,32.0,4.0,10.0,2.7,15.0,0.1,0.1,0.8,0.2,0.5,1.0,0.5,1.4,-1.9,-0.7,-1.3,14.5,16.1
03051022,Hansastraße,"4,494  ",9.1,5.2,3.3,9.6,34.1,8.3,24.9,1.7,4.5,-0.1,-8.8,-1.0,18.6,1.7,-0.2,5.0,13.7,25.0,2.1,7.3,0.5,8.0,0.4,0.1,0.3,0.1,0.4,0.7,0.3,1.0,1.3,0.0,-0.2,11.3,22.1
03061126,Arnimplatz,"13,622  ",9.4,5.1,3.2,9.8,25.0,21.0,39.6,-1.7,-9.1,-1.5,-0.4,-3.1,20.8,-1.2,-0.3,5.9,11.2,8.7,11.8,17.3,4.6,20.7,0.2,0.3,0.9,0.3,5.1,1.4,0.9,6.5,-1.3,-0.7,-0.5,15.3,10.4
03061131,Falkplatz,"9,606  ",7.8,3.2,2.8,7.7,15.2,25.5,38.3,-2.1,-7.5,-1.1,-1.0,-4.5,18.5,-1.8,0.0,6.8,11.3,4.6,16.1,22.2,4.0,24.8,0.2,0.1,0.8,0.2,8.0,1.9,1.1,9.9,-2.0,-2.2,-1.1,14.0,6.0
03061227,Humannplatz,"13,438  ",8.3,5.8,2.7,8.2,23.2,23.2,36.1,-1.4,-5.5,-1.0,-0.9,-3.0,20.0,-1.3,-0.1,5.8,10.3,12.4,11.2,16.8,4.9,24.2,0.3,0.2,0.7,0.3,4.6,1.5,0.8,6.1,-0.7,0.9,-0.8,12.7,9.3
03061228,Erich-Weinert-Straße,"11,777  ",12.1,8.1,4.4,11.6,35.9,25.5,30.4,-1.0,-8.6,-0.8,1.8,-4.9,21.9,-0.7,0.0,4.6,9.3,19.8,6.9,13.1,6.6,28.2,0.4,0.2,0.5,0.3,1.9,1.1,0.6,3.1,-1.3,-0.5,-1.1,17.0,21.3
03061332,Helmholtzplatz,"20,699  ",8.2,3.1,2.8,8.5,19.4,26.7,38.2,-1.6,-4.9,-1.5,-0.3,-3.6,18.1,-1.0,-0.2,7.6,14.1,3.9,14.9,21.9,3.9,27.0,0.2,0.4,0.6,0.4,7.5,1.2,0.6,8.7,-0.9,-1.3,-0.6,13.4,8.3
03061429,Greifswalder Straße,"10,138  ",10.3,7.9,3.9,11.5,48.5,21.2,17.3,1.3,-0.3,-0.3,-0.9,-3.1,15.6,1.5,-0.2,3.1,8.5,38.7,3.2,10.9,5.7,22.8,0.2,0.2,0.4,0.1,0.5,0.6,0.2,1.1,-1.8,-1.1,-1.1,13.0,34.0
03061430,Volkspark Prenzlauer Berg,"2,855  ",13.1,7.9,5.6,10.4,38.8,22.7,24.5,0.2,-4.2,-0.3,-1.9,-1.0,18.8,0.0,-0.4,3.5,9.7,33.7,6.1,14.7,5.8,30.3,0.5,0.2,0.9,0.7,1.1,1.2,0.2,2.3,-0.1,-1.5,0.0,13.9,23.7
03061434,Anton-Saefkow-Park,"4,919  ",12.0,8.0,4.8,11.3,31.8,21.2,38.8,-3.0,-7.7,-1.8,-0.7,-4.0,29.1,-2.8,-0.5,5.0,9.8,11.9,9.7,15.3,4.6,22.3,0.1,0.4,0.9,0.2,3.7,1.2,0.5,4.9,-2.2,-0.3,-1.6,18.0,18.2
03061435,Conrad-Blenkle-Straße,"3,861  ",11.5,6.6,4.5,15.2,48.1,30.8,32.8,-0.3,-4.5,-1.5,1.2,-2.7,18.0,0.3,0.0,5.6,13.1,14.8,10.5,17.3,12.6,33.3,0.1,0.1,0.8,0.6,3.5,0.8,0.5,4.3,-2.3,-3.3,-1.0,17.9,22.2
03061441,Eldenaer Straße,578  ,4.8,0.0,0.8,2.9,5.0,17.3,45.2,22.6,51.1,-1.8,0.0,-8.7,12.8,19.4,-2.1,12.1,22.0,10.2,5.7,12.1,2.4,21.4,0.5,0.0,0.5,0.5,1.6,0.0,0.0,1.6,1.0,0.0,0.8,5.5,0.0
03071536,Teutoburger Platz,"9,795  ",6.6,2.2,2.0,6.5,14.2,32.2,38.9,-0.6,-1.9,-1.1,0.5,-3.3,17.8,-0.8,0.0,8.3,14.5,4.4,18.7,26.7,6.6,34.5,0.4,0.3,0.9,0.4,9.2,1.7,0.6,10.9,-0.8,-1.4,-0.6,10.9,6.4
03071537,Kollwitzplatz,"13,882  ",6.4,3.4,2.0,6.9,14.5,29.2,36.4,-1.8,-4.5,-1.4,0.8,-3.4,20.7,-1.2,-0.3,7.9,15.5,5.1,16.5,23.8,5.8,31.8,0.2,0.2,1.1,0.2,8.2,1.5,0.8,9.7,-0.6,-0.8,-0.4,10.5,7.5
03071633,Thälmannpark,"2,531  ",12.6,6.7,5.1,17.5,48.1,31.3,19.1,-1.6,-6.3,0.5,-5.6,-2.7,13.5,-1.9,-0.3,4.1,13.9,19.2,6.8,14.6,7.4,45.2,0.6,0.5,0.6,1.1,0.8,0.7,0.1,1.5,-1.3,-3.4,-1.3,20.0,29.2
03071638,Winsstraße,"15,559  ",7.0,3.4,2.6,7.4,16.4,26.2,36.0,-0.2,-3.3,-1.2,1.4,-2.0,17.8,0.0,-0.2,7.6,14.9,6.9,14.2,21.1,4.9,25.1,0.2,0.1,1.1,0.3,6.2,1.8,0.9,8.0,-1.1,-2.0,-0.5,10.8,10.6
03071639,Bötzowstraße,"11,776  ",7.0,3.6,2.3,6.9,11.5,22.9,35.8,-0.7,-3.0,-1.5,0.5,-4.4,17.6,-0.4,-0.2,9.2,15.8,7.8,12.8,19.6,3.2,23.9,0.3,0.2,0.6,0.6,6.1,1.7,1.1,7.8,-1.1,-1.4,-0.6,10.7,9.1
04010101,Jungfernheide,"9,697  ",13.9,6.2,6.3,17.4,53.0,55.2,26.2,3.0,8.2,0.3,1.7,1.5,17.7,1.7,-0.3,4.3,12.0,26.7,15.2,32.1,10.6,59.9,3.4,0.6,1.1,1.7,1.7,3.2,2.5,5.0,-1.0,-0.7,-0.9,19.0,31.6
04010102,Plötzensee,708  ,6.7,0.0,2.2,4.4,13.9,29.8,52.6,-7.9,11.1,1.3,-0.6,-0.8,44.4,-8.0,-0.3,1.8,8.1,25.4,13.6,19.1,5.3,0.0,0.0,3.4,0.0,0.0,2.1,4.2,1.3,6.3,0.1,-3.9,0.2,9.0,4.1
04010103,Paul-Hertz-Siedlung,"7,040  ",16.8,7.7,7.8,21.1,57.3,66.4,22.2,0.7,-1.4,0.4,-0.4,-0.4,18.9,0.0,-0.4,5.2,15.5,27.5,16.1,38.4,13.1,73.4,5.1,0.9,2.6,1.7,1.1,2.8,2.4,3.9,-0.1,1.7,-1.0,20.0,43.2
04020204,Olympiagelände,134  ,0.0,0.0,0.0,0.0,0.0,51.7,34.1,0.8,6.7,0.0,0.0,0.0,6.7,-0.8,-0.8,6.7,21.6,11.2,15.7,20.1,31.0,66.7,0.0,0.0,0.0,0.0,9.0,4.5,0.0,13.4,0.0,0.0,0.0,0.0,0.0
04020205,Siedlung Ruhleben,"1,267  ",4.3,0.0,1.2,1.9,7.2,34.9,16.3,-0.5,12.5,-0.9,-0.5,-2.3,7.5,-0.2,0.1,4.3,14.7,22.8,11.0,19.8,8.6,24.1,0.2,0.3,0.9,1.3,3.9,1.2,0.5,5.1,-0.2,0.0,-1.0,3.5,3.6
04020206,Angerburger Allee,"2,599  ",5.5,3.4,2.0,4.1,19.4,50.6,17.2,5.3,-5.3,-0.3,2.7,0.9,10.5,4.9,0.2,2.3,6.2,44.7,7.7,16.0,9.4,50.0,0.3,0.2,1.4,0.8,2.1,0.9,0.6,3.0,1.0,3.4,-0.3,5.5,10.0
04020207,Flatowallee,"2,459  ",3.9,2.9,1.5,2.4,6.1,40.8,22.3,2.1,1.1,0.0,-1.6,0.9,13.5,1.2,-0.4,3.0,13.5,27.6,11.1,22.1,6.3,40.5,0.8,0.9,0.9,0.8,4.5,0.9,0.5,5.4,0.1,2.9,0.0,4.1,3.7
04020208,Kranzallee,"2,701  ",3.1,0.0,1.1,2.7,1.4,30.2,19.3,-0.9,9.2,-0.6,1.4,-1.6,13.7,-0.4,0.2,4.9,18.4,26.8,11.0,20.7,6.0,27.3,0.3,0.1,0.2,0.2,5.3,1.9,1.5,7.2,-0.4,-1.3,0.0,3.9,6.4
04020209,Eichkamp,"3,134  ",1.5,0.0,0.4,0.9,2.3,32.0,29.8,1.2,16.7,0.0,-0.1,0.2,10.6,0.7,0.3,4.4,16.3,19.0,25.3,34.9,3.5,36.0,0.2,1.0,2.2,0.2,7.1,4.6,2.2,11.7,-0.2,-0.8,0.0,1.8,0.9
04020310,Park Ruhwald,671  ,3.8,0.0,1.1,4.2,21.7,82.1,42.5,-4.5,-12.8,-1.1,-1.6,7.2,30.8,-4.4,-0.4,4.2,8.3,15.2,33.1,40.2,60.7,89.3,1.0,6.4,1.8,1.3,1.8,6.9,2.4,8.6,-1.9,0.0,-0.9,6.5,3.2
04020311,Reichsstraße,"13,696  ",5.7,2.9,2.3,5.8,15.4,43.6,20.5,0.7,2.0,0.0,0.0,1.4,17.5,0.2,0.2,4.1,12.4,28.6,12.2,22.9,9.4,45.6,1.0,0.3,1.3,0.6,3.7,2.1,1.2,5.8,-0.6,-0.3,-0.4,7.0,12.3
04020312,Branitzer Platz,"4,767  ",5.3,2.0,2.2,4.8,8.1,38.2,20.7,0.8,-1.8,-0.2,-0.2,-3.1,19.4,0.8,0.0,3.5,11.3,29.5,12.4,22.9,8.9,42.3,0.8,0.9,1.2,0.7,2.7,2.0,0.8,4.8,-0.5,-0.9,0.1,6.5,12.0
04020313,Königin-Elisabeth-Straße,"6,456  ",8.1,2.8,2.9,8.5,25.9,49.0,24.8,0.8,-5.5,-0.7,1.5,0.8,20.8,-0.1,-0.3,3.7,11.1,22.7,15.0,27.2,8.5,48.7,2.0,0.8,1.3,1.6,3.3,2.5,1.6,5.8,-0.5,-1.7,-0.6,10.4,18.8
04020314,Messegelände,12  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0
04030415,Schloßgarten,"2,518  ",11.0,5.3,4.9,19.7,66.5,73.5,40.1,4.7,2.2,0.5,-1.0,8.2,14.6,4.0,-0.1,3.5,8.5,26.1,34.3,48.1,12.6,83.0,3.5,2.9,3.6,1.9,4.9,7.4,4.8,12.4,-0.4,0.5,0.0,24.5,17.4
04030416,Klausenerplatz,"9,837  ",10.8,4.7,5.3,18.0,38.6,61.0,28.0,-0.2,-1.8,-1.4,-0.9,-4.0,16.6,-0.2,0.1,5.7,16.5,11.4,26.8,45.9,14.6,56.7,9.3,1.2,2.1,2.0,4.0,3.0,2.1,7.1,-1.7,0.6,-0.8,18.7,26.1
04030417,Schloßstraße,"10,055  ",7.9,3.5,3.4,10.0,26.4,48.3,25.0,0.9,-3.6,-0.7,-1.4,-2.1,18.2,0.0,-0.2,4.9,13.4,15.7,18.7,32.3,9.2,48.5,2.6,0.7,1.8,2.1,5.0,2.2,1.4,7.2,-0.7,-0.8,-0.2,11.7,17.4
04030518,Tegeler Weg,"8,967  ",11.9,6.6,5.3,14.2,39.4,60.7,27.3,0.4,-8.1,0.1,-0.1,-1.7,23.0,-0.1,-0.1,4.5,11.6,15.1,21.3,36.7,14.6,61.8,5.3,1.0,0.8,2.1,3.4,2.7,1.9,6.1,-0.4,1.5,-0.8,18.2,23.3
04030519,Kaiserin-Augusta-Allee,"5,019  ",11.0,3.9,5.6,16.8,47.1,62.5,30.3,2.1,-1.0,0.0,0.2,-2.8,23.2,1.1,0.2,4.6,12.7,12.8,22.6,37.8,17.1,62.6,3.9,1.8,1.5,2.1,4.4,3.7,2.9,8.0,-1.7,-2.0,-0.5,19.1,23.8
04030620,Alt-Lietzow,"8,297  ",10.4,5.0,4.8,13.3,38.0,60.3,26.0,0.4,-2.2,-0.7,-0.5,-4.9,18.2,0.3,0.0,4.8,12.6,20.6,21.3,38.2,16.0,63.7,3.1,1.7,3.3,2.0,3.1,3.5,2.4,6.6,-0.6,0.5,-0.6,14.6,22.6
04030621,Spreestadt,"2,753  ",11.7,5.2,5.3,19.0,51.2,71.8,35.2,1.3,-8.2,-1.2,-2.2,-2.2,18.4,-0.1,0.5,4.7,13.8,9.8,29.9,49.4,21.3,74.6,5.2,2.0,3.5,3.3,6.1,4.5,2.9,10.6,-1.3,1.8,-1.2,19.6,27.7
04030622,Richard-Wagner-Straße,"9,786  ",10.7,5.1,5.0,14.5,40.6,67.0,27.1,0.8,-4.0,-0.2,-1.3,-0.8,20.7,0.0,-0.1,4.2,12.0,17.9,24.3,41.2,18.1,65.5,4.2,1.4,2.1,2.8,5.5,2.9,2.2,8.4,-0.6,0.5,-0.3,16.3,23.0
04030623,Ernst-Reuter-Platz,"4,198  ",9.5,3.7,4.3,15.3,46.0,77.0,25.9,-1.3,-6.7,0.2,0.6,6.0,18.1,-0.5,0.0,4.6,12.3,18.2,30.8,50.5,20.1,79.5,4.0,1.8,6.0,2.3,5.5,3.8,1.9,9.3,-1.4,-0.7,-0.7,15.3,22.7
04030724,Lietzensee,"6,284  ",8.3,5.9,3.5,9.8,23.7,49.9,23.5,0.2,0.7,-0.5,-0.6,-3.8,16.6,-0.3,0.0,4.8,13.5,22.2,17.8,32.0,10.4,56.9,1.6,1.1,2.5,1.5,4.3,2.8,1.9,7.1,-0.2,2.5,-0.1,11.1,19.5
04030725,Amtsgerichtsplatz,"11,288  ",7.2,2.6,3.2,8.4,20.6,44.3,27.3,0.8,-1.5,-0.7,-0.5,-2.0,15.8,0.0,0.1,4.8,13.0,13.5,21.4,33.4,9.5,38.9,1.4,1.1,1.3,2.1,6.6,3.2,1.9,9.8,-0.6,-0.3,-0.3,10.8,14.1
04030726,Droysenstraße,"5,174  ",8.5,5.6,3.3,9.8,26.0,60.6,25.0,0.0,-2.5,-0.2,0.8,0.8,16.5,-0.2,0.0,4.5,11.8,18.6,23.7,39.0,15.2,63.8,1.8,1.4,2.5,1.4,5.9,4.0,2.8,9.9,-0.2,2.5,-0.8,12.2,16.4
04030827,Karl-August-Platz,"10,765  ",10.0,5.6,4.5,14.2,39.4,70.0,31.2,0.2,-2.3,0.6,1.0,1.1,20.6,-0.4,-0.2,5.0,13.2,14.4,30.2,47.7,19.3,71.9,4.0,1.9,2.5,3.5,6.9,3.6,2.2,10.6,0.2,1.4,-0.2,16.0,19.7
04030828,Savignyplatz,"9,161  ",7.2,3.1,2.9,8.0,21.2,55.1,25.3,-0.1,-3.2,-0.4,-0.6,-4.8,14.2,-0.6,0.2,4.0,10.6,15.2,25.0,38.4,14.5,58.8,2.1,1.4,1.6,1.9,7.8,2.4,1.5,10.2,-0.6,-0.7,-0.3,11.2,12.7
04030929,Hindemithplatz,"5,924  ",8.1,3.9,3.9,8.3,14.5,51.8,28.3,-0.5,-7.9,0.4,-1.1,-1.2,25.4,-0.5,-0.3,4.2,11.7,17.3,22.3,37.0,12.3,52.6,1.3,1.1,2.8,1.7,6.9,2.1,1.7,9.0,0.1,0.3,0.0,12.7,13.0
04030930,George-Grosz-Platz,"5,324  ",5.8,1.5,2.6,6.0,15.2,53.8,23.2,-0.5,0.0,-0.5,-0.3,-3.9,17.2,-0.7,-0.1,3.8,10.8,19.0,24.1,37.3,10.6,46.3,1.4,1.2,1.9,1.7,8.6,3.3,1.9,11.9,0.1,-1.1,0.3,8.2,10.5
04030931,Breitscheidplatz,"3,377  ",6.5,2.2,3.1,7.8,22.5,70.7,25.2,1.8,3.4,-0.4,0.6,-2.2,13.6,0.8,0.1,3.3,7.8,22.0,29.8,45.1,19.8,67.3,1.2,0.9,2.8,2.0,8.8,3.7,2.9,12.5,-0.5,0.3,-0.1,11.4,9.7
04031032,Halensee,"13,901  ",7.7,3.3,3.5,7.9,18.2,53.4,24.5,0.5,-2.9,-0.1,-1.2,-1.5,18.1,0.3,-0.1,3.6,10.9,21.5,18.5,32.7,11.4,54.9,1.2,0.6,1.9,1.8,4.9,3.1,1.9,8.0,-0.5,0.4,-0.4,11.1,13.5
04041133,Güterbahnhof Grunewald,55  ,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,21.8,40.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04041134,Bismarckallee,"4,665  ",4.6,2.8,1.9,4.8,8.9,51.0,28.1,0.5,-4.3,0.7,0.0,0.3,21.3,-0.2,-0.3,3.8,12.5,29.6,19.8,31.9,17.0,54.0,0.8,0.4,3.2,0.4,5.7,3.3,1.8,9.0,-0.1,0.8,-0.4,6.8,5.7
04041135,Hundekehle,"2,717  ",2.7,0.0,0.7,2.2,2.8,54.5,20.1,2.2,6.8,0.2,0.1,0.3,13.6,0.7,-0.1,4.0,13.2,31.7,17.2,30.8,12.3,54.6,0.9,0.2,3.2,0.8,4.4,1.8,1.1,6.2,0.3,0.0,-0.3,3.7,2.1
04041136,Hagenplatz,"2,907  ",3.9,2.6,1.3,2.2,4.0,44.3,24.6,1.6,-2.9,-0.4,2.6,0.2,16.7,0.3,-0.2,3.5,10.9,30.7,15.2,27.0,13.3,32.7,0.5,0.5,2.0,0.7,4.5,2.3,1.8,6.8,0.2,2.6,-0.4,4.1,3.8
04041137,Flinsberger Platz,"7,528  ",7.3,4.1,3.0,7.2,16.8,43.5,19.8,-0.1,-11.2,0.2,0.2,-1.2,22.7,-0.3,-0.4,3.2,11.5,26.3,13.7,26.6,10.5,55.6,1.2,1.0,2.0,1.2,2.5,2.3,1.6,4.8,-0.3,0.6,-0.5,9.2,17.3
04041238,Kissinger Straße,"5,156  ",6.2,3.4,2.6,6.5,18.3,43.1,20.3,1.7,4.2,-0.2,0.4,1.0,13.0,1.0,-0.3,3.8,14.2,28.7,11.4,23.6,9.4,42.6,0.9,0.4,1.4,1.1,2.4,1.8,1.6,4.2,-0.3,2.3,-0.2,6.7,17.3
04041239,Stadion Wilmersdorf,113  ,25.3,20.0,11.0,9.7,0.0,33.3,47.3,-7.0,0.0,8.8,-0.8,-55.6,16.7,-3.1,0.0,0.0,8.0,11.5,32.7,38.1,33.3,0.0,2.7,10.6,5.3,0.0,2.7,0.0,0.0,2.7,10.3,20.0,2.6,30.3,29.7
04041240,Messelpark,"1,512  ",2.0,0.0,0.5,0.7,0.6,50.8,20.3,-2.4,-2.5,-0.2,1.8,0.0,13.8,-2.1,-0.5,4.6,12.9,31.9,11.0,21.6,14.4,45.7,0.2,0.0,1.0,0.4,3.9,1.5,0.9,5.4,-0.3,0.0,-0.7,1.7,1.8
04041241,Breite Straße,"6,289  ",5.5,2.2,2.0,5.8,11.6,36.9,17.7,0.8,0.4,0.5,0.6,0.0,13.3,0.7,-0.1,4.2,12.5,29.4,8.6,17.7,8.0,35.8,0.2,0.2,1.1,0.8,2.5,1.4,1.0,3.9,0.7,0.1,-0.1,7.5,12.2
04041342,Schlangenbader Straße,"4,026  ",8.2,3.8,4.0,11.2,33.2,49.2,17.1,0.1,0.9,-1.4,-1.8,-3.4,11.7,-0.2,-0.3,2.6,8.8,28.7,14.9,29.7,11.0,46.6,0.8,0.6,2.4,1.0,2.6,3.4,2.8,6.0,-1.5,-0.5,-1.0,13.2,18.4
04041343,Binger Straße,"3,452  ",6.5,2.8,2.7,7.6,16.2,37.7,16.7,0.0,0.0,-0.2,-0.5,1.6,13.3,-0.6,-0.3,4.2,13.6,22.1,12.5,26.2,7.7,45.1,0.8,0.4,2.3,1.2,2.2,1.4,1.0,3.6,-0.2,0.4,-0.8,9.0,15.8
04041344,Rüdesheimer Platz,"10,565  ",5.3,2.6,2.0,7.1,16.7,37.6,23.7,1.4,4.9,-0.6,-0.6,-1.3,14.7,0.7,-0.3,4.2,14.4,23.9,14.5,23.6,12.0,41.0,1.0,0.8,1.5,1.0,3.2,1.7,1.1,4.9,-1.1,0.2,-0.7,8.1,10.7
04051445,Eisenzahnstraße,"5,591  ",8.6,5.2,3.6,10.8,32.9,55.5,25.6,0.6,8.0,-0.3,1.5,1.3,12.9,0.4,-0.2,4.5,11.9,22.1,17.4,33.1,9.9,60.9,1.9,0.8,1.3,1.9,3.0,2.6,2.0,5.7,-0.6,0.7,-0.2,12.4,17.8
04051446,Preußenpark,"9,815  ",6.7,2.5,2.8,7.6,18.7,53.4,22.5,0.7,-1.4,-0.2,0.5,0.5,12.9,-0.1,-0.1,4.1,10.9,21.8,19.4,34.4,12.9,56.4,1.0,0.6,3.5,1.3,5.4,2.5,1.6,7.9,-0.6,-1.0,-0.6,9.8,13.5
04051447,Ludwigkirchplatz,"4,886  ",8.0,2.1,3.3,9.1,24.7,56.9,26.6,0.7,7.2,0.4,-1.8,-0.6,15.8,1.2,-0.2,4.9,11.3,21.1,21.2,35.2,14.1,61.7,1.0,1.3,1.7,1.7,5.5,3.8,2.4,9.3,-0.2,-1.3,-0.3,11.9,12.9
04051448,Schaperstraße,"8,546  ",8.5,4.0,3.5,8.1,23.5,59.2,23.1,-0.2,-1.9,0.0,1.5,1.3,18.9,-1.1,0.0,3.1,9.8,24.0,21.9,36.7,14.8,50.0,2.4,1.2,2.5,2.1,5.5,2.5,1.7,8.0,0.4,-0.7,-0.4,10.9,15.6
04051549,Rathaus Wilmersdorf,"3,911  ",9.0,4.9,3.9,10.5,24.0,55.5,28.1,-0.5,-6.6,0.6,-2.2,-1.6,23.4,-0.6,0.0,4.1,12.3,17.8,18.9,30.8,21.4,59.4,2.3,1.4,2.3,3.2,4.2,1.5,1.0,5.7,-0.7,-0.5,-0.5,14.1,15.1
04051550,Leon-Jessel-Platz,"5,098  ",7.5,3.3,3.2,9.3,26.6,49.8,27.2,-0.4,-6.0,0.2,0.5,0.9,19.7,-0.6,-0.5,3.8,12.5,14.6,18.6,33.8,10.1,56.7,2.2,1.2,1.6,2.3,3.9,2.9,1.9,6.8,-0.4,-1.4,-0.3,10.9,17.4
04051551,Brabanter Platz,"4,095  ",9.0,4.8,3.6,11.4,27.5,50.5,25.5,-0.3,2.5,-0.6,-1.8,0.2,17.6,-0.9,-0.2,4.6,15.1,16.6,18.1,33.3,12.6,56.7,1.9,0.9,2.4,3.2,3.9,1.8,1.4,5.7,-1.0,-0.3,-0.5,12.8,20.9
04051652,Nikolsburger Platz,"9,182  ",6.5,3.7,2.8,7.7,16.4,47.6,23.7,0.3,2.9,-0.4,-0.2,0.0,14.6,-0.2,0.1,4.4,12.0,19.8,17.8,31.2,11.7,52.7,1.1,1.1,2.0,1.0,4.7,1.9,1.2,6.6,-0.5,0.7,-0.3,10.1,12.7
04051653,Prager Platz,"6,278  ",7.4,4.6,3.1,8.4,18.1,54.5,23.5,0.5,0.9,-0.6,1.1,-3.0,12.9,-0.7,0.0,3.6,10.8,22.1,18.3,32.8,12.6,49.1,2.0,0.6,1.9,2.3,4.3,2.4,1.9,6.7,-0.8,1.0,-0.2,10.7,16.2
04051654,Wilhelmsaue,"2,841  ",7.9,1.8,3.4,8.3,20.7,47.5,25.3,1.0,-1.2,-0.6,0.3,-2.4,17.1,0.5,0.0,3.0,9.9,26.3,16.4,28.2,17.1,44.2,1.2,0.9,3.3,1.1,3.7,1.6,1.0,5.2,-1.2,-1.2,-1.2,10.1,21.0
04051655,Babelsberger Straße,"6,325  ",8.6,4.3,3.9,12.3,32.7,53.0,27.2,0.6,-5.4,0.2,-0.1,2.3,18.9,0.5,0.0,5.3,13.9,18.1,18.9,33.5,9.8,54.4,2.2,1.2,2.2,1.8,3.9,2.9,2.3,6.8,-0.4,0.3,-0.2,12.8,21.9
04051656,Hildegardstraße,"7,164  ",7.7,2.5,2.8,7.6,16.6,34.8,25.2,1.0,-0.5,0.3,0.7,-1.3,17.0,0.7,0.4,5.6,15.2,15.5,13.1,24.7,7.8,37.2,1.4,0.3,0.9,1.2,2.7,2.1,1.2,4.8,0.3,-1.5,-0.6,10.2,16.0
04061757,Forst Grunewald,74  ,0.0,0.0,0.0,0.0,0.0,50.0,27.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.4,5.4,10.8,20.3,8.1,13.5,0.0,100.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0
05010101,Hakenfelde Nord,"9,606  ",8.4,4.1,3.0,12.4,34.0,44.3,29.6,2.9,4.2,-0.7,-0.9,-2.9,18.8,2.4,-0.3,6.2,16.6,23.0,10.4,22.7,12.5,47.9,2.1,2.4,0.9,0.8,1.2,1.6,1.2,2.8,-1.1,0.3,-0.7,11.5,22.7
