Nummer,Name,EW 31.12.2014,Status-Index                    (Klasse),,Dynamik-Index             (Klasse),,Status/Dynamik-Index                                                    (Gruppe),,S1,S2,S3,S4,D1,D2,D3,D4,S4 new,EW 31.12. 2014,zS1,zS2,zS3,zS4,Status-summe,Status-Index (standardisierte Statussumme),Zuordnung Klasse Status-Index ,zD1,zD2,zD3,zD4,Dynamik-summe,Dynamik-Index (standardisierte Dynamik-summe),Zuordnung Klasse Dynamik-Index ,K 01,K 02,K 03,K04,K 05,K16,K 06,K 17,K 07,K 08,K 14,K 15,K 09,K 10,K 11,K 12,K 13
09041402,Allende II,"1,480",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.33,1.41,5.81,13.90,-0.83,-0.24,-0.50,-5.76,19.66,"1,480",-0.92,-0.85,-0.73,-0.72,-3.23,-0.84,mittel,-0.15,0.15,-0.31,-1.58,-1.89,-0.70,stabil,0.00,24.68,0.00,16.52,8.31,2.50,0.92,67.57,26.47,21.71,2.06,41.06,0.00,71.43,14.88,-1.49,2.98
09041501,Altstadt Kietz,"7,173",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",9.19,3.37,13.65,32.50,-1.20,-0.52,-1.33,-4.17,36.67,"7,173",0.54,0.79,0.17,0.21,1.70,0.44,mittel,-0.50,-0.41,-1.08,-1.05,-3.04,-1.12,positiv,5.57,40.91,5.13,16.25,10.01,4.85,1.57,51.44,34.52,50.27,1.87,36.42,24.19,55.02,25.76,1.17,-3.88
09041601,Müggelheim,"6,522",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.35,1.08,2.02,3.73,-0.63,-0.08,-0.39,-0.50,4.23,"6,522",-1.22,-1.13,-1.17,-1.22,-4.74,-1.23,hoch,0.05,0.48,-0.20,0.18,0.51,0.19,stabil,0.00,18.78,0.52,9.73,4.49,1.90,0.39,48.39,9.32,0.00,2.04,45.46,4.22,77.22,12.60,0.02,7.20
09051701,Hirschgarten,"3,522",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4.17,0.88,4.09,8.31,-1.26,-0.54,0.42,1.51,6.80,"3,522",-0.97,-1.30,-0.93,-1.00,-4.20,-1.09,hoch,-0.57,-0.44,0.56,0.85,0.40,0.15,stabil,2.78,31.05,1.85,6.77,3.61,2.04,0.42,37.50,6.06,40.74,2.20,40.84,0.00,71.53,17.98,1.21,4.18
09051702,Bölschestraße,"14,383",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.48,1.60,3.96,7.49,-0.45,-0.07,-0.09,-0.43,7.92,"14,383",-0.88,-0.69,-0.95,-1.04,-3.56,-0.92,mittel,0.22,0.50,0.07,0.20,1.00,0.37,stabil,2.15,31.76,1.09,9.84,4.63,2.38,0.45,44.61,15.53,23.49,2.01,39.89,0.40,66.79,18.44,1.82,3.04
09051801,Rahnsdorf/Hessenwinkel,"9,041",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.92,1.15,2.37,4.28,0.37,0.20,-0.02,-0.96,5.24,"9,041",-1.05,-1.07,-1.13,-1.20,-4.44,-1.15,hoch,1.04,1.05,0.14,0.03,2.25,0.83,stabil,2.06,21.82,0.71,11.99,5.66,2.64,0.37,43.10,12.95,2.17,2.13,48.27,1.11,74.02,14.59,0.89,7.25
09051901,Dammvorstadt,"10,075",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.88,2.27,7.00,16.52,-0.33,-0.43,-1.09,-3.55,20.08,"10,075",-0.16,-0.13,-0.60,-0.59,-1.47,-0.38,mittel,0.34,-0.22,-0.86,-0.84,-1.58,-0.58,stabil,2.85,31.72,1.81,10.64,6.33,3.32,0.25,51.50,22.36,5.00,1.94,40.85,10.51,57.18,25.53,3.34,-0.39
09052001,Köpenick Nord,"12,300",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.96,2.12,4.56,12.18,-0.21,-0.29,-0.09,-0.43,12.61,"12,300",-0.43,-0.26,-0.88,-0.80,-2.38,-0.62,mittel,0.46,0.06,0.08,0.20,0.80,0.30,stabil,2.64,33.96,1.01,12.80,4.30,2.10,0.26,51.16,18.47,10.39,2.31,43.03,1.18,72.80,15.77,0.55,2.45
10010101,Marzahn West,"5,545",3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",11.52,3.89,25.59,55.13,-3.03,-1.59,-1.51,-4.65,59.77,"5,545",1.24,1.22,1.55,1.33,5.34,1.38,niedrig,-2.31,-2.58,-1.25,-1.21,-7.35,-2.71,positiv,6.40,47.66,9.75,35.62,21.66,8.95,0.19,64.31,46.23,28.67,1.97,33.73,99.89,63.68,21.97,-0.73,-5.03
10010102,Havemannstraße,"17,726",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.99,4.27,28.74,62.06,-2.13,-1.20,0.61,-1.33,63.39,"17,726",1.68,1.54,1.91,1.67,6.81,1.76,sehr niedrig,-1.43,-1.78,0.73,-0.10,-2.57,-0.95,stabil,8.08,44.51,9.36,32.25,20.85,7.53,1.02,77.00,57.71,46.19,1.88,32.73,99.98,62.26,21.47,1.03,2.53
10010203,Gewerbegebiet Bitterfelder Straße,788,0,,0,,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,788,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10010204,Wuhletalstraße,"10,220",3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",12.02,4.20,23.16,53.87,-2.02,-1.41,-0.88,-2.95,56.82,"10,220",1.39,1.48,1.27,1.27,5.40,1.40,niedrig,-1.32,-2.22,-0.66,-0.64,-4.84,-1.78,positiv,7.97,39.59,6.02,29.91,17.96,5.68,0.76,65.92,52.77,10.10,2.05,34.18,71.61,66.18,19.27,0.62,-0.13
10010205,Marzahn Ost,"8,035",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",12.56,4.47,21.88,51.80,-0.65,-0.28,-0.24,-1.12,52.91,"8,035",1.55,1.71,1.12,1.16,5.54,1.43,niedrig,0.03,0.06,-0.06,-0.03,0.01,0.00,stabil,7.38,47.11,5.39,18.52,11.13,4.60,0.88,62.70,53.85,30.16,2.02,35.66,30.47,59.74,23.18,0.67,1.69
10010206,Ringkolonnaden,"16,406",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.04,3.31,17.98,50.18,-1.38,-0.97,0.56,-0.07,50.25,"16,406",0.79,0.74,0.67,1.08,3.28,0.85,mittel,-0.68,-1.32,0.68,0.32,-1.00,-0.37,stabil,6.82,40.71,3.68,31.60,15.97,7.01,1.21,58.52,39.88,22.54,2.15,36.71,40.65,64.61,20.01,0.30,0.11
10010207,Marzahner Promenade,"10,655",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.55,3.31,19.93,53.94,-1.02,-1.04,1.03,0.63,53.31,"10,655",0.94,0.74,0.90,1.27,3.85,1.00,mittel,-0.33,-1.46,1.12,0.56,-0.11,-0.04,stabil,6.49,37.81,4.09,40.31,19.90,8.37,1.60,74.66,48.50,56.18,1.99,35.12,0.00,68.54,18.67,1.13,1.44
10010308,Marzahner Chaussee,"2,148",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.22,1.86,5.73,10.56,0.02,-0.41,0.88,1.61,8.96,"2,148",-0.36,-0.48,-0.74,-0.88,-2.46,-0.64,mittel,0.69,-0.19,0.98,0.89,2.37,0.87,stabil,3.95,14.63,1.12,55.52,26.54,20.67,13.17,76.80,9.98,6.77,1.90,38.86,95.11,54.75,51.85,10.97,32.74
10010309,Springpfuhl,"14,403",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.30,3.29,15.10,43.36,-1.45,-0.70,-0.47,-2.95,46.32,"14,403",0.57,0.73,0.34,0.74,2.38,0.61,mittel,-0.76,-0.78,-0.28,-0.64,-2.46,-0.91,stabil,5.51,30.56,2.85,40.92,18.10,6.57,0.76,77.70,46.97,31.00,2.13,35.92,23.75,69.07,16.55,0.66,-1.33
10010310,Alt-Marzahn,"17,603",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.89,2.77,14.24,40.73,-0.58,-0.66,0.07,-1.43,42.16,"17,603",0.45,0.29,0.24,0.61,1.58,0.41,mittel,0.11,-0.69,0.22,-0.13,-0.49,-0.18,stabil,4.86,38.02,2.44,31.60,15.43,5.76,1.23,73.67,45.57,17.96,2.10,37.69,75.81,69.92,15.81,0.66,2.04
10010311,Landsberger Tor,"2,944",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",3.69,0.97,6.79,13.72,-1.28,-0.88,-0.85,-4.65,18.36,"2,944",-1.12,-1.22,-0.62,-0.73,-3.69,-0.95,mittel,-0.58,-1.13,-0.63,-1.21,-3.55,-1.31,positiv,4.07,22.30,2.81,26.58,12.53,2.58,-0.12,80.26,24.66,0.00,1.48,35.84,0.00,64.02,20.39,0.41,-3.48
10020412,Alte Hellersdorfer Straße,"6,617",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",16.58,5.23,34.35,62.49,-1.59,-1.04,0.67,-3.04,65.53,"6,617",2.75,2.34,2.56,1.70,9.35,2.42,sehr niedrig,-0.90,-1.45,0.79,-0.67,-2.23,-0.82,stabil,10.94,46.12,8.21,30.66,22.84,9.87,3.17,65.08,58.31,18.93,1.39,31.46,0.00,50.07,26.78,0.91,2.00
10020413,Gut Hellersdorf,"14,967",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.34,3.38,21.90,54.95,-1.65,-1.02,1.13,0.48,54.48,"14,967",1.18,0.79,1.12,1.32,4.42,1.14,niedrig,-0.95,-1.43,1.22,0.51,-0.65,-0.24,stabil,8.09,54.04,6.31,18.77,11.40,5.20,1.55,52.96,45.73,47.38,1.71,34.33,0.88,57.95,23.77,0.77,-2.06
10020414,Helle Mitte,"1,658",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",9.13,2.56,22.86,51.97,-1.87,-1.77,-3.93,-10.58,62.55,"1,658",0.52,0.11,1.23,1.17,3.03,0.79,mittel,-1.16,-2.93,-3.50,-3.20,-10.80,-3.98,positiv,4.76,31.28,14.22,58.20,35.89,7.06,-0.87,79.49,54.70,0.00,1.50,32.27,0.00,56.17,24.15,0.35,-5.42
10020415,Hellersdorfer Promenade,"5,304",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",15.95,5.25,32.35,70.80,-1.64,-1.20,2.61,0.97,69.83,"5,304",2.56,2.36,2.33,2.11,9.36,2.42,sehr niedrig,-0.94,-1.79,2.60,0.67,0.54,0.20,stabil,10.83,54.73,6.16,23.90,15.33,9.41,3.20,49.30,50.00,0.00,1.83,32.24,0.00,53.76,29.82,0.41,5.10
10020416,Böhlener Straße,"5,406",4,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",14.70,4.09,27.28,56.23,-2.88,-2.77,0.99,-2.02,58.24,"5,406",2.19,1.39,1.74,1.38,6.71,1.74,sehr niedrig,-2.16,-4.96,1.09,-0.33,-6.36,-2.35,positiv,11.44,50.75,7.99,26.04,21.12,12.23,4.58,44.33,33.44,8.76,1.83,32.53,0.00,47.89,31.46,0.27,-0.56
10020517,Adele-Sandrock-Straße,"8,786",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",7.10,2.23,10.96,31.68,-0.64,-0.64,-0.88,-5.41,37.09,"8,786",-0.09,-0.16,-0.14,0.16,-0.23,-0.06,mittel,0.04,-0.65,-0.66,-1.47,-2.74,-1.01,positiv,4.42,39.74,2.91,13.79,6.93,2.65,0.56,66.95,31.28,23.54,2.15,36.30,0.00,67.18,18.42,-0.33,-2.66
10020518,Schleipfuhl,"5,045",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.43,3.10,20.34,47.85,-1.56,-1.07,0.96,3.35,44.50,"5,045",0.91,0.57,0.94,0.97,3.38,0.88,mittel,-0.86,-1.51,1.06,1.47,0.15,0.06,stabil,5.26,42.67,3.28,15.56,9.93,4.84,1.68,41.39,43.15,99.53,1.39,32.45,0.00,57.58,20.74,-0.04,3.63
10020519,Boulevard Kastanienallee,"5,799",4,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",15.73,5.26,32.14,61.47,-2.67,-2.00,0.54,-8.48,69.95,"5,799",2.50,2.37,2.31,1.64,8.82,2.28,sehr niedrig,-1.96,-3.41,0.66,-2.49,-7.20,-2.65,positiv,9.99,49.36,7.91,33.29,22.54,16.52,11.93,71.40,34.14,0.00,1.84,29.99,0.00,44.73,43.07,6.86,12.73
10020620,Kaulsdorf Nord II,"3,357",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",9.24,3.12,16.74,46.95,-3.35,-1.77,-0.56,-2.73,49.68,"3,357",0.55,0.58,0.53,0.92,2.58,0.67,mittel,-2.62,-2.94,-0.36,-0.57,-6.49,-2.39,positiv,3.77,52.35,6.02,26.02,13.73,5.93,0.87,73.87,37.76,0.25,2.17,35.00,0.00,59.46,21.45,0.24,-2.18
10020621,Gelbes Viertel,"5,915",3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ",11.67,3.37,24.40,53.27,-1.03,-0.72,2.94,3.66,49.61,"5,915",1.28,0.78,1.41,1.24,4.71,1.22,niedrig,-0.34,-0.80,2.91,1.57,3.33,1.23,negativ,8.69,51.10,9.18,14.92,11.29,5.49,1.43,47.08,44.83,86.28,1.53,34.55,0.00,52.47,27.22,0.02,3.33
10020622,Kaulsdorf Nord I,"8,717",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.45,2.55,14.12,43.37,-0.75,-0.73,-0.31,0.16,43.20,"8,717",0.31,0.10,0.22,0.75,1.39,0.36,mittel,-0.07,-0.84,-0.13,0.40,-0.64,-0.24,stabil,6.13,45.02,2.82,22.97,10.68,4.41,0.50,55.99,43.72,0.00,1.99,30.95,0.00,65.52,18.45,0.35,-3.60
10020623,Rotes Viertel,"6,507",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.38,2.75,11.91,32.86,0.05,-0.10,0.48,1.06,31.80,"6,507",0.29,0.27,-0.03,0.22,0.75,0.19,mittel,0.72,0.43,0.61,0.70,2.46,0.91,stabil,6.85,36.97,3.30,15.82,8.42,2.67,0.42,73.56,37.50,84.04,1.54,35.59,0.00,68.95,14.58,-0.45,-0.66
10030724,Oberfeldstraße,"7,728",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.28,0.70,1.63,4.13,-0.66,-0.27,0.35,1.51,2.62,"7,728",-1.54,-1.45,-1.22,-1.20,-5.41,-1.40,hoch,0.02,0.10,0.49,0.85,1.47,0.54,stabil,0.00,15.99,0.27,15.41,12.62,8.42,-0.87,73.43,2.02,1.24,2.03,43.65,0.00,72.61,21.73,-0.41,3.19
10030725,Buckower Ring,"5,810",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.07,2.80,12.00,22.97,-1.52,-0.70,0.52,1.10,21.88,"5,810",0.20,0.31,-0.02,-0.27,0.22,0.06,mittel,-0.82,-0.77,0.64,0.71,-0.23,-0.08,stabil,3.91,32.76,4.43,23.01,12.03,5.52,0.44,76.64,26.14,35.08,2.11,36.09,59.71,64.89,25.96,0.29,0.11
10030726,Alt-Biesdorf,"2,844",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.28,0.85,1.62,2.27,-0.31,-0.33,-0.14,-1.00,3.27,"2,844",-1.24,-1.32,-1.22,-1.30,-5.07,-1.31,hoch,0.36,-0.03,0.03,0.01,0.38,0.14,stabil,0.00,19.93,0.55,12.59,7.14,2.60,0.40,63.51,10.81,0.40,1.92,40.68,77.71,70.87,16.16,4.18,14.07
10030727,Biesdorf Süd,"9,188",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.15,0.51,0.98,1.76,-0.69,-0.37,-0.19,-0.28,2.04,"9,188",-1.58,-1.60,-1.29,-1.32,-5.79,-1.50,hoch,-0.01,-0.11,-0.02,0.25,0.12,0.05,stabil,0.46,15.42,0.39,14.99,7.58,2.60,0.40,52.72,4.41,0.00,2.02,44.67,80.50,75.17,12.23,1.55,6.32
10040828,Kaulsdorf Nord,"7,609",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.41,1.47,6.01,16.06,-0.62,-0.35,0.14,-1.69,17.75,"7,609",-0.90,-0.80,-0.71,-0.61,-3.03,-0.78,mittel,0.06,-0.07,0.29,-0.22,0.06,0.02,stabil,2.46,25.75,0.39,9.52,4.94,1.95,0.32,53.38,13.97,1.81,1.97,43.69,0.04,73.78,14.19,-0.65,3.64
10040829,Alt-Kaulsdorf,"3,583",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.29,0.98,3.18,3.89,-0.63,-0.30,0.42,0.63,3.26,"3,583",-1.24,-1.21,-1.04,-1.22,-4.70,-1.22,hoch,0.05,0.04,0.55,0.56,1.20,0.44,stabil,1.46,20.33,0.99,11.26,4.72,2.26,0.11,44.44,17.95,0.00,1.98,42.98,0.00,72.87,16.05,-0.43,1.23
10040830,Kaulsdorf Süd,"7,426",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.31,0.69,1.99,5.92,-0.83,-0.33,0.31,2.73,3.18,"7,426",-1.53,-1.45,-1.18,-1.12,-5.27,-1.36,hoch,-0.15,-0.03,0.45,1.26,1.54,0.57,stabil,0.57,15.75,0.56,11.30,4.85,1.82,0.31,58.52,26.02,0.21,2.08,45.97,97.95,80.66,11.45,-0.14,7.55
10040931,Mahlsdorf Nord,"9,124",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.73,0.85,2.03,2.95,-0.61,-0.27,0.12,-0.01,2.96,"9,124",-1.40,-1.32,-1.17,-1.26,-5.16,-1.33,hoch,0.07,0.10,0.28,0.34,0.80,0.29,stabil,1.77,18.81,0.81,11.23,5.35,1.99,0.12,59.89,10.23,0.23,2.06,44.71,98.89,74.06,13.35,1.11,14.37
10040932,Alt-Mahlsdorf,"3,905",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.61,0.93,2.77,5.75,0.02,-0.12,-0.31,0.00,5.75,"3,905",-1.14,-1.25,-1.09,-1.12,-4.60,-1.19,hoch,0.69,0.40,-0.13,0.35,1.31,0.48,stabil,0.96,20.05,0.64,13.45,6.27,3.20,1.39,47.20,12.80,1.26,2.07,45.77,74.11,71.65,16.67,0.43,3.48
10040933,Mahlsdorf Süd,"14,405",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.90,0.92,2.00,4.14,-0.34,-0.15,0.08,0.47,3.67,"14,405",-1.35,-1.26,-1.17,-1.20,-4.99,-1.29,hoch,0.33,0.34,0.24,0.50,1.41,0.52,stabil,1.26,19.43,0.57,8.86,4.52,1.85,0.55,44.57,23.74,0.00,2.10,46.28,99.33,76.82,12.77,0.54,8.85
11010101,Dorf Malchow,560,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",10.92,2.18,11.96,0.00,6.47,2.18,7.31,-5.17,5.17,560,1.06,-0.20,-0.02,-1.41,-0.58,-0.15,mittel,7.04,5.05,6.98,-1.39,17.68,6.52,negativ,5.66,33.33,0.00,4.17,6.07,2.86,0.32,62.50,43.75,30.84,1.58,33.03,100.00,56.75,49.67,12.23,9.52
11010102,Dorf Wartenberg,"2,562",1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ",3.13,1.08,2.38,5.57,0.31,-0.06,0.41,1.27,4.30,"2,562",-1.29,-1.13,-1.13,-1.13,-4.68,-1.21,hoch,0.97,0.52,0.54,0.77,2.81,1.03,negativ,1.97,23.48,0.00,5.69,4.22,1.76,0.23,55.56,8.33,1.06,2.09,44.93,83.68,65.48,12.22,1.38,9.45
11010103,Dorf Falkenberg,"1,285",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.17,1.19,2.72,7.01,-0.95,-0.12,-0.86,0.30,6.71,"1,285",-1.27,-1.04,-1.09,-1.06,-4.46,-1.15,hoch,-0.26,0.40,-0.64,0.45,-0.05,-0.02,stabil,0.00,18.12,0.00,12.32,7.24,2.41,0.31,80.65,0.00,0.00,1.91,43.70,99.53,72.68,14.58,-0.30,4.41
11010204,Falkenberg Ost,"8,818",4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ",12.48,5.07,24.86,56.75,-1.35,0.31,1.43,2.38,54.37,"8,818",1.52,2.21,1.46,1.41,6.61,1.71,sehr niedrig,-0.66,1.26,1.49,1.15,3.23,1.19,negativ,5.92,42.61,6.61,36.44,22.42,10.33,2.40,75.85,50.68,54.24,1.88,33.08,0.00,61.89,22.38,1.30,0.81
11010205,Falkenberg West,"6,670",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.53,3.93,22.31,51.18,-3.22,-0.79,1.64,-1.84,53.02,"6,670",0.94,1.26,1.17,1.13,4.50,1.16,niedrig,-2.50,-0.97,1.69,-0.27,-2.04,-0.75,stabil,6.44,42.05,5.32,39.72,22.22,9.66,2.03,72.36,43.78,45.14,1.93,33.78,0.00,65.43,20.29,0.21,0.57
11010206,Wartenberg Süd,"5,853",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.46,3.52,18.18,50.89,-1.37,-0.16,0.67,3.65,47.25,"5,853",0.62,0.91,0.69,1.12,3.34,0.86,mittel,-0.68,0.32,0.79,1.57,2.00,0.74,stabil,6.30,50.84,5.97,24.86,13.98,6.78,1.36,65.49,42.53,66.40,2.08,34.59,0.00,68.83,18.02,0.53,2.61
11010207,Wartenberg Nord,"6,882",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.03,3.40,17.96,42.79,-1.58,-0.37,-0.37,-5.54,48.33,"6,882",0.79,0.81,0.67,0.72,2.98,0.77,mittel,-0.89,-0.11,-0.18,-1.51,-2.69,-0.99,stabil,6.79,51.81,5.20,19.50,12.09,5.26,1.63,54.97,42.29,93.83,2.03,31.36,0.00,59.46,23.11,2.54,6.80
11010308,Zingster Straße Ost,"10,996",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.79,4.11,18.42,49.86,-1.45,-0.30,0.35,-2.32,52.18,"10,996",1.02,1.41,0.72,1.07,4.21,1.09,niedrig,-0.75,0.03,0.49,-0.43,-0.66,-0.24,stabil,6.30,38.32,3.14,42.82,19.80,8.24,1.28,83.00,49.28,36.25,1.96,35.42,0.00,70.02,16.38,-0.56,-0.88
11010309,Zingster Straße West,"9,551",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.35,4.53,23.09,54.53,-2.25,-0.21,2.11,2.31,52.21,"9,551",1.18,1.76,1.26,1.30,5.50,1.42,niedrig,-1.54,0.21,2.13,1.12,1.92,0.71,stabil,6.82,42.98,4.44,33.53,19.09,10.17,1.70,77.65,52.19,87.99,1.88,32.83,1.26,68.19,17.49,-0.04,1.92
11010310,Mühlengrund,"5,237",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",7.57,3.17,11.04,33.16,-2.42,0.00,-0.71,-7.90,41.05,"5,237",0.05,0.62,-0.13,0.24,0.78,0.20,mittel,-1.71,0.65,-0.50,-2.30,-3.86,-1.42,positiv,4.28,35.15,1.67,21.44,8.71,3.55,0.16,80.65,48.59,4.22,2.13,37.62,0.00,73.83,14.18,0.12,-0.40
11020411,Malchower Weg,"7,779",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",5.25,1.66,7.21,21.77,-0.17,0.01,1.17,2.73,19.04,"7,779",-0.65,-0.65,-0.57,-0.33,-2.19,-0.57,mittel,0.50,0.66,1.25,1.26,3.67,1.35,negativ,2.07,25.91,0.76,25.34,12.50,8.25,2.26,77.88,21.94,12.43,2.02,41.05,0.00,66.77,25.70,1.40,1.79
11020412,Hauptstraße,"6,088",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.94,3.32,13.21,32.59,-0.45,0.14,-0.18,-1.13,33.73,"6,088",0.16,0.74,0.12,0.21,1.23,0.32,mittel,0.22,0.93,0.00,-0.03,1.12,0.41,stabil,3.70,32.43,2.55,28.49,12.93,5.93,0.52,77.29,47.16,41.02,1.97,35.51,6.14,68.30,18.66,1.14,-0.50
11020513,Orankesee,"3,390",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.99,0.94,2.09,3.45,0.05,0.27,-0.07,-0.94,4.38,"3,390",-1.32,-1.25,-1.16,-1.24,-4.97,-1.29,hoch,0.72,1.18,0.10,0.03,2.02,0.75,stabil,0.00,21.70,0.00,10.92,5.46,2.45,1.04,55.42,7.50,24.79,1.83,41.88,0.00,65.91,26.01,-0.11,7.83
11020514,Große-Leege-Straße,"8,286",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.12,2.49,9.80,23.46,-0.60,0.12,0.72,0.76,22.70,"8,286",-0.09,0.05,-0.27,-0.24,-0.55,-0.14,mittel,0.08,0.87,0.83,0.60,2.38,0.88,stabil,4.95,41.46,1.69,30.35,12.90,9.76,1.40,77.87,28.05,44.20,2.04,37.12,0.00,57.18,30.77,0.47,-0.15
11020515,Landsberger Allee,"14,317",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.96,3.11,14.24,38.99,-0.88,-0.27,0.31,-0.04,39.02,"14,317",0.47,0.57,0.24,0.53,1.80,0.47,mittel,-0.20,0.09,0.45,0.34,0.68,0.25,stabil,4.84,35.40,2.27,38.90,18.39,10.09,1.94,77.98,44.85,30.26,1.86,34.90,0.00,64.81,20.33,0.33,0.61
11020516,Weiße Taube,"3,705",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.94,0.67,3.83,10.16,0.05,-0.02,-0.01,0.65,9.51,"3,705",-1.34,-1.47,-0.96,-0.90,-4.67,-1.21,hoch,0.72,0.60,0.15,0.57,2.04,0.75,stabil,1.49,17.48,0.80,20.28,7.77,3.18,-0.44,71.19,27.68,0.00,1.75,39.23,12.58,67.72,17.99,-0.77,-6.10
11030617,Hohenschönhausener Straße,"6,124",3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",10.95,3.79,18.62,60.14,-2.94,-0.88,0.74,-2.34,62.48,"6,124",1.07,1.14,0.74,1.58,4.52,1.17,niedrig,-2.22,-1.14,0.86,-0.44,-2.94,-1.09,positiv,5.24,37.47,2.21,65.59,26.49,15.61,2.19,83.37,49.09,25.94,1.91,32.20,0.00,66.62,19.93,1.18,-3.30
11030618,Fennpfuhl West,"15,750",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.87,2.83,11.83,34.47,-1.51,-0.41,0.45,-0.89,35.36,"15,750",0.14,0.34,-0.04,0.30,0.74,0.19,mittel,-0.82,-0.19,0.58,0.05,-0.38,-0.14,stabil,3.90,35.92,2.69,42.36,19.86,11.02,1.57,77.35,30.66,34.10,1.97,35.11,0.00,66.14,22.28,0.50,-2.64
11030619,Fennpfuhl Ost,"10,596",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.04,3.53,16.78,48.03,-1.75,-0.38,0.33,0.61,47.42,"10,596",0.79,0.92,0.53,0.98,3.22,0.83,mittel,-1.05,-0.13,0.47,0.55,-0.16,-0.06,stabil,5.06,39.28,3.42,43.71,23.92,12.83,2.77,69.90,38.26,27.23,1.93,33.91,4.58,62.90,26.41,1.73,-2.16
